,0
440,"work directly with large volumes of data, creating meaningful analysis."
441,"interpret data, analyze results using statistical techniques and provide ongoing reports."
442,"identify, analyze, and interpret trends or patterns in complex data sets."
443,locate and define new process improvement opportunities.
444,provide ad-hoc reports and perform investigative steps regarding specific transaction screening flow through compliance system(s).
445,partner with all groups within the compliance department to drive technology needs in collaboration with the it organization.
446,maintain an attention to detail while coordinating efforts cross-functionally.
447,"qualifications:

bachelor's degree
3-5 years experience in data analytics.demonstrated experience with data analysis and working with relational and no sql databases concepts, including writing complex queries for ad hoc data analysis."
448,"experience in handling and analyzing large volumes of data, providing ad-hoc reports, and complex reports."
449,"strong interpersonal analytical, problem-solving, influencing, prioritization, decision making and conflict resolution skills."
450,team player with strong collaborative qualities and a positive demeanor.
451,"experience in fircosoft or similar list filtering applications in maintaining, improving annd testing such a system for a financial services company is preferred."
452,"join us, and let’s move money simply, securely, smartly convera is delivering solutions ranging from simple currency exchanges to sophisticated risk management solutions and platforms."
453,everything we do is designed to enhance the customer experiences and seamlessly power their global commerce needs.
454,"it’s an exciting time for our organization, as the largest non-bank cross-border payment company in the world serving over 30k customers in more than 200 countries."
455,"if you’re ready to unleash your potential to help drive change, apply now."
456,"the annual gross base salary range is $100,000-$120,00 usd annual salary."
457,this range represents the anticipated low and high end of the salary for this position.
458,"actual salaries will vary and are based on factors such as a candidate’s qualifications, skills, and competencies."
459,"salary is one component of the convera's total compensation package, which includes short-term incentives, multiple health insurance options, accident, and life insurance, and access to best-in-class development platforms, to name a few!"
460,"start your job application: click easy apply

show less 
reportyou could be the one who changes everything for our 26 million members."
461,"centene is transforming the health of our communities, one person at a time."
462,"as a diversified, national organization, you’ll have access to competitive benefits including a fresh perspective on workplace flexibility."
463,"position purpose: perform various analysis and interpretation to link business needs and objectives for assigned function

support business initiatives through data analysis, identification of implementation barriers and user acceptance testing of new systems
identify and analyze user requirements, procedures, and problems to improve existing processes
perform detailed analysis on assigned projects, recommend potential business solutions and assist with implementation

education/experience:
bachelor’s degree in related field or equivalent experience."
464,0-2 years of business process analysis or data analysis experience.
465,"advanced knowledge of microsoft applications, including excel and access preferred."
466,project management experience preferred.
467,"benefits and payment configuration
compliance coding/prepay compliance (payment integrity)
bachelor’s degree in related field or equivalent experience."
468,0-2 years of business process analysis (i.e.
469,"documenting business process, gathering requirements) or claims payment/analysis experience."
470,"advanced knowledge of microsoft applications, including excel and access preferred."
471,"provider data
bachelor’s degree in related field or equivalent experience."
472,"0-2 years of business process analysis (documenting business process, gathering requirements) experience in healthcare industry and/or working in a data driven environment."
473,"advanced knowledge of microsoft applications, including excel, project, and visio preferred."
474,"knowledge of data migration, software enhancement/planning, and agile preferred."
475,"member & provider solutions
bachelor’s degree in related field or equivalent experience."
476,0-2 years of business process analysis (i.e.
477,"documenting business process, gathering requirements) experience in healthcare industry and/or customer service or enrollment functions."
478,"advanced knowledge of microsoft applications, including excel and visio preferred."
479,"knowledge of data integration, software enhancements/planning and agile preferred."
480,experience managing projects with a high reliance on technology preferred.
481,"our comprehensive benefits package: flexible work solutions including remote options, hybrid work schedules and dress flexibility, competitive pay, paid time off including holidays, health insurance coverage for you and your dependents, 401(k) and stock purchase plans, tuition reimbursement and best-in-class training and development."
482,"centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different."
483,"all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law."
484,"start your job application: click apply now

show less 
reportyou could be the one who changes everything for our 26 million members."
485,"centene is transforming the health of our communities, one person at a time."
486,"as a diversified, national organization, you‚äôll have access to competitive benefits including a fresh perspective on workplace flexibility."
487,"position purpose: perform various analysis and interpretation to link business needs and objectives for assigned function

support business initiatives through data analysis, identification of implementation barriers and user acceptance testing of new systems
identify and analyze user requirements, procedures, and problems to improve existing processes
perform detailed analysis on assigned projects, recommend potential business solutions and assist with implementation
identify ways to enhance performance management and operational reports related to new business implementation processes
develop and incorporate organizational best practices into business applications
lead problem solving and coordination efforts between various business units
assist with formulating and updating departmental policies and procedures

education/experience:
bachelor‚äôs degree in related field or equivalent experience."
488,"2-4 years of business process or data analysis experience, preferably in healthcare."
489,"advanced knowledge of microsoft applications, including excel and access preferred."
490,project management experience preferred.
491,"benefits and payment configuration
compliance coding/prepay compliance (payment integrity)
bachelor‚äôs degree in related field or equivalent experience."
492,"2+ years of business process analysis, preferably healthcare (i.e."
493,"documenting business process, gathering requirements) or claims payment/analysis experience."
494,"advanced knowledge of microsoft applications, including excel and access preferred."
495,"knowledge of managed care information systems and experience in benefits, pricing, contracting or claims preferred."
496,knowledge of provider reimbursement methodologies preferred.
497,previous structured testing experience preferred.
498,"our comprehensive benefits package: flexible work solutions including remote options, hybrid work schedules and dress flexibility, competitive pay, paid time off including holidays, health insurance coverage for you and your dependents, 401(k) and stock purchase plans, tuition reimbursement and best-in-class training and development."
499,"centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different."
500,"all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law."
501,"to apply to this job, click apply now

show less ** no corp-to-corp**


must be local or willing to relocate at your own expense."
502,"position summary


identity and access management (idam) operations analyst is responsible for supporting cybersecurity systems integration efforts on large task orders for multiple government agencies by performing hands- on operational support for privileged identity management functions."
503,"the identity and access management (idam) operations analyst will also coordinate with other defend e service area representatives to support additional issue, problem and incident management activities as required."
504,the identity and access management (idam) operations analyst will need to be familiar with the methodologies and tools used to support continuous diagnostic and monitoring (cdm) capabilities to monitor and protect privileged accounts in an organization's it environments.
505,"the candidate will work closely with the cdm solution engineers, testers, training teams and the agencies themselves to ensure a successful operations and maintenance of the existing and new capabilities."
506,"job responsibilities:


provides operations and maintenance (o&m) support and integration of privileged account security solutions in both lab and production environments."
507,"installs and configures application updates, patches, and hotfixes."
508,support advanced troubleshooting activities requested by tier ii staff.
509,"coordinates, oversees, and participates in the installation, configuration, and support of cots cybersecurity solutions within complex government environments, acting as the primary point of contact for support and integration-related access management issues."
510,coordinates with contractor resources spanning a range of disciplines from systems engineering and it operations to testing and quality assurance.
511,supports the transition of new capabilities to operations in accordance with the dhs selc lifecycle and in coordination with software testing.
512,"participates on matrix-managed team with operations, engineering, and others to generate root cause analyses (rca), update tickets, and resolve problems and incidents."
513,performs and updates standard operating procedures (sops) for operations and maintenance support.
514,supports and observes software testing activities to meet task order requirements.
515,"follows documented methods and practices to deliver effective, efficient, and professional operations support."
516,"recommends process improvements or operational efficiencies to drive increased value for the customer, the team, and the program."
517,"prioritizes troubleshooting activities requested by tier ii staff, to include rapid installation and configuration of test systems to model customer environment."
518,"maintains the availability, integrity, and confidentiality of data across physical and logical solution boundaries in a multi-agency environment."
519,participates in regular reviews with service design and service transition.
520,"coordinates with agency’s local engineering resources and oems for patching, upgrading, or renewing tool and sensor software and hardware."
521,identifies areas for improvement and optimization within existing data interfaces and transport mechanisms as part of continuous improvement initiatives.
522,"position requirements:


bachelor's degree preferred with 5-8 years’ experience in it or information security, or equivalent combination of education and experience."
523,no fewer than 3 years of experience in systems integration or implementation activities for security solutions within the identity and access management domain.
524,"background in information security systems with specific knowledge around access control and privileged access management

hands-on windows 2012 server (or more recent) administration experience

hands-on active directory and ldap experience

functional understanding of tcp/ip networks and network boundary controls identity and
access management (idam) operations analyst

functional understanding of database concepts

windows gpo management experience, including troubleshooting gpo conflicts

proficiency with ms visio, powerpoint, word, and excel

basic unix/linux system administration experience preferred

intermediate skill level with creating, modifying, and executing system scripts

experience with the following technologies/products: authentication and sso, cyberark, sailpoint, ca pam, beyond trust pam, or other privileged/identity access management solutions

required: will have an active certification consistent with the dod approved 8570 baseline
certifications for iam level ii within 90 days of hire."
525,"(cap, casp+ ce, cism cissp, gslc, or cciso)


security requirements:
selected individual will be subject to a government security investigation and must meet eligibility requirements for access to classified information and be clearable to a department of homeland security (dhs) eod clearance."
526,secret clearance preferred.
527,show less description: the identity and access management team administers and monitors various security and access control systems protecting valuable information assets.
528,"under the general supervision of the mgr, end user computing and identity & access management services for company the security administrator is responsible for the day to day support and maintenance of network and application access, including identity creation and lifecycle."
529,support is provided for both corporate and dealer end users.
530,"primary functions

user account creation and maintenance within active directory, ldap and global user management systems including home drive and mailbox where appropriate."
531,"provision/modify access to corporate systems as requested/approved including ldap-based applications, sap instances, vendor applications, and proprietary applications."
532,creation of third party vendor ids; obtain and validate proper vendor paperwork.
533,process terminations from multiple sources including all necessary paperwork and requests as needed; terminate access to all applicable systems; review/audit inactive accounts and disable/terminate unused accounts per process.
534,"smart card processing including receive and verify daily shipments, verify employee information both locally and globally, card programming/revoking via global security system; troubleshoot card related issues (mcafee, windows, vpn), retrieve old certificates and personal identification code(s) when applicable."
535,"microsoft exchange user administration including creation of user mailboxes, creation of distribution groups, mailbox permissions, and troubleshooting delegate and other end user mailbox issues."
536,"microsoft teams user administration including the assignment of phone numbers, set-up of delegates, and troubleshooting end user functionality/access."
537,vpn account administration via rsa console including provisioning of tokens and providing advanced troubleshooting for connection issues.
538,"ldap root administration encompassing creation and modification of ldap roles, applications and functions; assign high-level protected roles as approved."
539,manage all corporate application certificates via entrust; issue/reissue/revoke certificates per defined process.
540,administer all aspects of group system(s) application access in cooperation with global access management teams; follow all designated global standards and documented processes including appropriate forms and signatures.
541,"dealer/dealership administration including geko ids, security certificates, eshop, star mobile, v-codes, dealer portal id coordination, independent repair facility support, erwin certificate requests, and privileged account maintenance."
542,incident ticket handling for quick resolution on a variety of 1st and 2nd level security and access related topics.
543,"perform and assist with audits of application access, user accounts, privileged accounts, system accounts, security groups, server groups, segregation of duties, etc."
544,verify all security-related settings on all applicable accounts conform to corporate and security policy.
545,organize and document audit information for review as needed.
546,create and maintain security procedure and process documents on all system access.
547,provide assistance and instruction to end users on access and identity related issues.
548,assist in producing reports on performance and key metrics provided by management.
549,assist with development and implementation of improvements to the identity and access management process.
550,informs management of critical issues that may affect clients and/or business operations.
551,"assist in handling escalations from customers, colleagues and vendors

required qualifications

bachelors degree or equivalent real-life experience
3+ years of iam experience
3+ years of it experience
understanding of core it service and support practices
high degree of integrity and trust along with the ability to work independently."
552,"strong policy and process knowledge, it auditing skills and expertise to deal with a variety of technologies and customers."
553,ability to identify security risks and escalate where appropriate.
554,"demonstrated exceptional organization, troubleshooting and documentation skills."
555,"proven interpersonal and consultative skills to achieve security goals including ability to communicate well with it teams and customer, both written and verbally
working knowledge of itil processes (foundations certification preferred)
experience with it service management tools (servicenow preferred)
experience administering the following:
active directory
quest active roles
quest change auditor
ldap
sap
rsa
intermediate level powershell and scripting skills

job type: contract

pay: $40,000.00 - $80,000.00 per year

schedule:

8 hour shift
day shift
monday to friday
night shift
weekend availability

experience:

it: 3 years (preferred)

work location: remote

show less company description


curinos is the leading provider of data, technologies and insights that enable financial institutions to make better, and more profitable, data-driven decisions faster."
556,"born out of the combination of two familiar industry powerhouses, novantas and informa’s fbx business, curinos brings to market a new level of industry expertise across deposits, lending and digital experience solutions and technologies."
557,"job description


our product management team is responsible for bringing product features from concept to reality."
558,product management analysts are key players on this team – taking on a role similar to that of traditional agile product owners.
559,"you will work closely with all product stakeholders, as well as our full stack engineering teams, as the conduit in the middle that “speaks both languages”."
560,"taking the strategic direction from our business owners and group pms, you will lead our agile development process, from participating in methodology sessions with smes, to ideating on workflows with the ux team, to creating specs, designs, and working through the final build with engineering and qa colleagues."
561,expect to work closely with our users and internal client services team to build and maintain expertise in how our clients use curinos analytic decision support tools to drive intelligent business decisions.
562,this position will focus on a range of b2b data analytic decision support products supporting financial institutions.
563,"while we’d love to grow the team with a pm experienced in the nuances of retail bank lending, broader industry experience and/or eager and fast learning candidates are encouraged to apply as well."
564,"as a pm analyst you can expect the following responsibilities:

product management process

manage, track, and update the highly detailed near term roadmaps and project plans
create detailed requirements documents – from high level brds to feature level stories, often requiring solid technical understanding of the underlying data process flows or methodology, and collaboration with ux and other teams to create workflows and designs
work with application, db, and big data engineering teams in every step of development to successfully translate business requirements and specifications into functional products efficiently and quickly
understand and advocate for our end client users throughout the development and design process, with a solid understanding of the reasons, and ways, they use our products
create and manage jira and agile development routines
create and manage backlogs of epics and user stories in jira
participate in agile development ceremonies
closely partner with the qa team to provide acceptance criteria on testing and sign off on successful implementations of features



qualifications


desired skills & expertise

you excel at understanding and communicating complex ideas."
565,"you stay on schedule and can handle juggling several different priorities, driving each forward independently."
566,you have a good grasp of future high-level goals and can keep them in mind when determining what to do next.
567,you are a technical thinker and can get in the weeds to understand software technologies to help drive product decisions.
568,it is exceptionally important to you that things be done correctly.
569,you value efficiency and are a proactive fixer.
570,you are an agile enthusiast.
571,"desired background and skills include:

1-2+ years experience in product management or ownership, solutions development, qa management, or client services (experience in retail bank or insurance products or practices is a bonus)
strong analytical capabilities including the ability to interpret and explain complex systems and ideas
strong written and verbal communication skills
a keen eye for data presentation and user experience optimization
ability to work independently; demonstrated ability to work in a multi-tasked, fast-paced, and changing environment
excellent organizational and time management skills; attention to detail
familiarity or experience with jira
experience with technologies such as tableau, sql, or python is a welcomed bonus
we know that sometimes the 'perfect candidate' doesn't exist, and that people can be put off applying for a job if they don't fit all the requirements."
572,"if you're excited about working for us and have most of the skills or experience we're looking for, please go ahead and apply."
573,"you could be just what we need

additional information


why work at curinos?"
574,"competitive benefits, including a range of financial, health and lifestyle benefits to choose from
flexible working options, including home working, flexible hours and part time options, depending on the role requirements – please ask!"
575,"competitive annual leave, floating holidays, volunteering days and a day off for your birthday!"
576,"learning and development tools to assist with your career development
work with industry leading subject matter experts and specialist products
regular social events and networking opportunities
collaborative, supportive culture, including an active de&i program
employee assistance program which provides expert third-party advice on wellbeing, relationships, legal and financial matters, as well as access to counselling services

applying:

we know that sometimes the 'perfect candidate' doesn't exist, and that people can be put off applying for a job if they don't meet all the requirements."
577,"if you're excited about working for us and have relevant skills or experience, please go ahead and apply."
578,you could be just what we need!
579,"if you need any adjustments to support your application, such as information in alternative formats, special requirements to access our buildings or adjusted interview formats please contact us at careers@curinos.com and we’ll do everything we can to help."
580,"inclusivity at curinos:

we believe strongly in the value of diversity and creating supportive, inclusive environments where our colleagues can succeed."
581,"as such, curinos is proud to be an equal opportunity employer."
582,"we do not discriminate on the basis of race, colour, ancestry, national origin, religion, or religious creed, mental or physical disability, medical condition, genetic information, sex (including pregnancy, childbirth, and related medical conditions), sexual orientation, gender identity, gender expression, age, marital status, military or veteran status, citizenship, or other protected characteristics."
583,"show less 
reportjob description:

we are currently seeking a senior business analyst with deep level expertise in identity and access management solutions, and the implementation of identity governance systems in the enterprise."
584,"the analyst will serve as a technical expert for requirements, design and implementation of identity and access management systems and tools."
585,the analyst will also assess and evaluate integrations to provide resolution of complex system problems and meet evolving business and security needs.
586,"this position will be responsible for understanding and supporting the design of umg’s organizational, procedural, and technological security controls within the context of the global regulatory frameworks and its suite of affiliated businesses."
587,"an ideal candidate has a solid understanding of cybersecurity as it relates to identity governance systems, a proven track record of completing the business analysis work to successfully onboard applications into these systems, working in a team environment to bring projects in on time."
588,this role requires a broad mix of business and technical acumen coupled with polished communication and a strong desire to learn.
589,"in addition to having strong technical skills, you must be comfortable in effectively communicating with business end users, technical it teams, business partners, network providers, and business process outsourced vendors, all while being sensitive to a wide diversity of cultural and technical backgrounds in a global business environment."
590,"conducts interviews to gather requirements system integration into our identity governance system via workshops, questionnaires, surveys, site visits, workflow storyboards, use cases, scenarios, and other methods then works with stakeholders and project team to prioritize collected requirements

translates requirements into functional requirements in a clear manner that is comprehensible to project team then conducts peer reviews of the business requirements to ensure that requirement specifications are correctly interpreted

manages and tracks the status of requirements throughout the project lifecycle; enforce and redefine as necessary

communicates changes, enhancements, and modifications of business requirements — verbally or through written documentation — to project managers, sponsors, and other stakeholders so that issues and solutions are understood

research, review, and analyze the effectiveness and efficiency of existing requirements-gathering processes and develop strategies for optimizing or further leveraging these processes

develops and utilizes standard templates to accurately and concisely write requirements specifications

collaborates with project sponsors to determine project scope and vision

leads testing and documentation efforts for the team, mentoring junior analysts

serves as a subject matter expert for identity and access management in the iga space

participates in the qa of existing solutions to ensure features and functions have been enabled and optimized including development of test plans as needed

maintains knowledge base articles related to iga processes

creates process models, specifications, diagrams, and charts to provide direction to developers and/or the project team

creates ad-hoc and scheduled executive-level reports as required

top skills:

business analysis for saas products – ideally in identity governance such as saviynt or sailpoint

identity (iam/iga/ad and azure ad/sso and federation)

experience on requirements gathering/analysis by working with application teams to onboard their applications into an iga (identity governance) system

development and execution of testing plans

proven experience with business and technical requirements analysis, elicitation, modelling, verification, and methodology development in the identity and access management space, including the identity governance area

10+ years of working experience in business analysis of identity and access management, and/or information security capacity

experience in information security concepts and applying them at scale

understanding of internals of identity governance systems such as saviynt/sailpoint."
591,"experience with saas offerings is a plus, saviynt is preferred."
592,"experience in onboarding diverse applications into an iga solution including provisioning, deprovisioning, granting of entitlements, and user access reviews is required

experience with identity automation using servicenow workflows a strong plus

experience creating and leading test programs for identity integration projects

understanding of internals of iam solutions such as active directory, azure active directory, microsoft authenticator, mim, duo, okta

sound knowledge of all procedures, standards, and regulations for authorization and authentication, applied cryptography, and security vulnerabilities

experience independently leading projects to completion

experience with working with leadership and engineers

able to exercise independent judgment, effectively prioritizing and executing tasks under deadline pressure

excellent analytical, mathematical, and creative problem-solving skills

excellent listening, interpersonal, written, and oral communication skills

logical and efficient, with keen attention to detail

demonstrated excellent technical writing skills

highly self-motivated and directed

strong customer service orientation

experience working in a team-oriented, collaborative environment

education:

bs/ms degree in computer science, engineering, or closely related field or comparable education and experience typically obtained by solid work experience

hands-on experience 10+ years in identity and access management

multiple language skills a plus

job type: contract

pay: $70.00 - $75.00 per hour

schedule:

10 hour shift
day shift

application question(s):

how many years of experience do you have in saviynt?"
593,how many years of experience do you have in identity integration projects?
594,how many years of experience do you have in azure active directory?
595,"how many years of experience do you have in mim, duo, okta?"
596,how many years of experience do you have in security vulnerabilities?
597,"education:

bachelor's (required)

experience:

business analyst: 10 years (required)
identity & access management: 10 years (required)
information security: 5 years (required)
identity governance systems: 5 years (required)
saas: 6 years (required)
servicenow: 5 years (required)
active directory: 5 years (required)
authentication: 6 years (required)

work location: remote

show less 
reportabout the job

disney streaming is the leading premium streaming service offering live and on-demand tv and movies, with and without commercials, both in and outside the home."
598,"operating at the intersection of entertainment and technology, disney streaming has a unique opportunity to be the number one choice for tv."
599,"we captivate and connect viewers with the stories they love, and we‚äôre looking for people who are passionate about redefining tv through innovation, unconventional thinking, and embracing fun."
600,join us and see what this is all about.
601,"the disney streaming subscriber analytics team is responsible for the measurement and analysis of subscriber growth across the disney streaming portfolio, including disney+, hulu, espn+, and star+."
602,"this highly visible team collaborates multi-functionally across disney streaming and the walt disney company to generate insightful, compelling, and strategic analysis and reporting."
603,we are seeking a capable and motivated data analyst to join our analytics & insights function.
604,"in this role, you will work with a diverse set of partners at multiple levels to unpack performance, measure impact, and enable operational and strategic decision making."
605,"what you'll do

define and report on core metrics and key performance indicators for subscriber growth and subscriber lifecycle events

create and maintain dashboards to enable efficient exploratory analysis and equip business partners with self-serve access to resolve routine data requests

partner with product, business operations, and finance to size the expected impact of new product features or operational workflows

author analytical memos and post-launch performance analyses to align business teams on impact

support on complex and high priority ad-hoc and strategic analysis, including translating business logic into sql or lookml technical specifications with proper cohorting, calculations, filtering criteria and/or aggregations

understand the systems and business processes that populate critical systems with data and contribute to documentation that demystifies our complex and ever-evolving data

key qualifications

at least 3 years experience in an analytical role

at least 2 years of sql

strong analytical skills with demonstrated ability to select analytical approaches to resolve complex and non-routine business questions

expertise manipulating large data sets, interpreting data trends, and working through data deep-dives and forensic analysis

excellent data visualization skills with capability to synthesize and communicate trends in digestible, business-friendly summaries

high familiarity with data exploration and data visualization tools such as tableau, looker, thoughtspot

comfortable working in a fast-paced, highly iterative environment and navigating a matrixed organization structure

ability to manage multiple workstreams with demonstrated ability to organize work effectively and deliver against deadlines

nice to haves

experience in the streaming media industry or other subscription-based service

amiliarity with etl pipelines or data mart development

experience with data platforms and applications such as databricks, jupyter, snowflake, redshift, airflow

experience working with project management tools such as atlassian jira and airtable

basic education

ba/bs in computer science, mis, statistics, economics, mathematics, or related analytical field

additional information

disneytech

just like the best ensemble casts of our favorite shows, disney streaming embraces diversity and is an inclusive environment."
606,"we do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, genetic information, or other applicable legally protected characteristics."
607,we are proud to be an equal opportunity employer.
608,"the hiring range for this position in new york is $101,490 to $131,340 per year."
609,"the base pay actually offered will take into account internal equity and also may vary depending on the candidate‚äôs geographic region, job-related knowledge, skills, and experience among other factors."
610,"a bonus and/or long-term incentive units may be provided as part of the compensation package, in addition to the full range of medical, financial, and/or other benefits, dependent on the level and position offered."
611,show less asset reference data services is aligned to the corporate investment bank and provides reference data services to the entire firm for instrument and pricing.
612,"the organization’s objectives are to explain the path that critical data follows, improve data quality, reduce ambiguity and inconsistent terminology, enhance transparency, rationalize the number of replicated data assets, and improve firm wide-sharing of information and best practices."
613,ards strives create firm wide standards that drive consistent data management of vendor data supporting instrument reference data and daily asset pricing.
614,the organization is improving automation and looking to implement a client service focus.
615,"within the reference data operations space, the data management oversight team is primarily responsible for maintaining fixed income and equity asset and pricing data in our core global security master data system for the front and middle office investment groups."
616,"the team is responsible for ensuring asset data quality for all intra-firm data subscribers, including front office and back office systems and timeliness of updates to asset data to ensure compliance checks and trades are executed with minimal issues."
617,"in addition, the group is responsible for the identification and resolution of escalated issues identified by traders and portfolio managers that occur within security master data and pricing functions, implementing daily controls based on process enhancements, and partnership w/ technology to create a streamlined strategic global data process flow through increased efficiencies and process improvements."
618,"the role requires a great deal of communication with many internal clients, such as the fund services client pricing team, nav valuation teams, on-boarding teams, as well technology multiple platforms."
619,candidates will be expected to work closely with operations counterparts in these regions on a day to day basis.
620,eligible candidates for this role should have a strong background in various security types ranging from fixed income bonds to equity options.
621,"this person will be expected to learn a large number of internal systems, how they interact and impact our overall process."
622,they should be able to trouble shoot issues by interacting with various operations and technology teams globally and be able to resolve issues with short term and long term solutions through technological and / or procedural enhancements.
623,"the ability to articulate and communicate issues and solutions to fellow team members, senior management and internal clients will be a key function as well."
624,"also, they should be able to create and present updates to larger audiences including senior management."
625,this person should be able to prioritize work appropriately and independently as well as act with a sense of urgency to deliver accurate and timely results.
626,the ards group has access to firm wide training available to improve skills and learn new capabilities.
627,"there is opportunity to learn about new automation tools and take ownership of processes to improve capacity, efficiency and control."
628,"responsibilities

· daily price capture & validation of all investment types."
629,· analyze asset valuation movements on a daily basis.
630,"· review of price confirmation to ensure validated prices are published accurately

· analyze price movements against market expectations."
631,"· complete all daily, monthly, and ad-hoc tasks and reporting as required accurately and to deadline."
632,"· resolve client queries

· understand the effect that changes in prices and other data elements have on the market value of an account and be sensitive to these changes

· investigation of pricing inquiries from business partners

· communication with vendors, as needed

· other tasks/ projects related to vendor pricing data as assigned by manager

· identifying control gaps and quality deficiencies and look to implement tactical and strategic solutions to prevent re-occurrence

· support audit requests through evidence retrieval and review of pricing activities

· provide regular updates on projects and metrics to senior management."
633,"qualifications

1-3 years of experience in fixed income, fund valuation, pricing or other related roles
knowledge/understanding of interest in bonds/financial markets and products
knowledge of industry activities like corporate actions, index benchmarking, stock markets and fixed income products
intermediate to advanced microsoft excel (pivot tables, v-lookups)
analytical/problem solving skills and attention to detail
pricing vendor knowledge (pricing direct, bloomberg, reuters) is a plus
strong database/sql knowledge is a plus
bachelor degree (finance, accounting, economics, mathematics, computer science, engineering preferred) or related field

soft skills:

· ability to trouble shoot exceptions/ issues quickly to avoid market exposure

· strong analytical/ problem solving skills and attention to detail."
634,"· ability to use creative thinking to identify solutions for complex processes and/ or issues

· self-motivated and proactive with the ability to work in a team and work accurately and under pressure to meet deadlines

· ability to work in deadline oriented and controlled environment

· ability to demonstrate flexibility and adaptability to rapidly changing business and technology needs

· the role holder will be required to operate flexible working hours to cover early starts and/or late finishes as demanded by the business

· must be able to take ownership of initiatives and drive them to completion with little or no guidance

· demonstrate ability to effectively communicate within a team environment and interact across departments

· demonstrate customer focus and follow-up skills

· ability to work independently and multi-task in a fast paced environment

· understand the effect that changes in prices and other data elements have on the market value of an account and be sensitive to these changes

interview

video interview

digital intelligence systems, llc (disys) is an equal opportunity employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, gender identity, age, national origin, ancestry, citizenship, disability, or veteran status."
635,"job type: full-time

pay: from $30.00 per hour

benefits:

401(k)
dental insurance
health insurance
life insurance
vision insurance

schedule:

8 hour shift
day shift
monday to friday

ability to commute/relocate:

newark, de 19711: reliably commute or planning to relocate before starting work (required)

education:

bachelor's (required)

experience:

financial services: 1 year (preferred)
microsoft excel: 1 year (preferred)

work location: hybrid remote in newark, de 19711

show less the application analyst is primarily responsible for the development, deployment, post-implementation support, product design and testing cycles of the maestro care(epic) inpatient electronic health record (ehr) for the clinical documentation/orders/emergency/obstetrics module."
636,"this includes planning, performing, managing, and supporting identified clindoc/orders/asap/stork users in the duke environment."
637,"the incumbent will work closely with epic and identified other maestro care applications staff to create and carry out deployment tasks, clinical workflow interpretation, and participate in maestro care inpatient application build, testing and support."
638,"advise and assist with educational issues, including cross-training of team members, end-users and dhts service desk via face-to-face, via phone or email and via training classes."
639,act as maestro care inpatient ehr application expert for base functionality.
640,update test plans to account for testing of new features with all releases.
641,"participate in the design and specification of bug-fixes to ensure they meet the needs of the duke environment, as well as participate in design sessions and review of specifications for new features and enhancements in the maestro care inpatient ehr."
642,work with others on the application support team to manage all user access to maestro care inpatient ehr systems and track changes.
