,0
316,"a deep technical understanding of software engineering best practices, cloud infrastructure, batch and real-time data access patterns, and platforms-as-a-service operating model is required."
317,"this role requires customer focus, organizational and people leadership, effective communication and program management skills."
318,"it requires partnering with all levels of leadership and building consensus by representing, verbally and in writing, complex decisions, and tough trade-offs towards a north star marketing vision that you will help craft."
319,"key accountabilities:

build and lead a world-class team of agilists, program managers and technical program managers with a mission to power real-time, intelligent experiences for our customers and associates."
320,you will develop a program management organization that embeds responsible delivery practices in all of our programs.
321,scale the organization to support multiple fast-paced initiatives in marketing at capital one.
322,"serve as an evangelist for the tpm function at capital one, both internally and externally."
323,"manage programs related to development, deployment and operation of our world-class marketing platforms, services and infrastructure that are always available, reliable and secure while adhering to capital one’s platform governance standards, and meeting the growing demand and feature needs of marketing use cases across our card technology organization."
324,"plan and execute programs for delivering marketing capabilities and use cases across the company, partnering closely with appropriate teams across enterprise and lines of business."
325,identify data dependencies and ensure compliance with our enterprise data privacy and security standards.
326,"in this role, you will:

partner with appropriate stakeholders across the company to assess software and architectural complexity, estimate data and infrastructure needs, plan capacity, develop program plans and timelines for ongoing and future platform initiatives."
327,"you will think holistically about technical initiatives and partner with product, engineering and architecture teams to think through all business requirements, capabilities needed and dependencies to be resolved."
328,"work with teams to set program milestones and communicate risks, progress and launch readiness across all stakeholders and teams frequently and transparently including retrospectives to learn from."
329,you are able to identify potential technical risks and facilitate discussions to surface and plan mitigation strategies.
330,you can lead technology-focused discussions with senior leadership by providing valuable insights and recommendations that guide technology-based decisions.
331,capital one is open to hiring a remote employee for this opportunity.
332,"basic qualifications:

bachelor’s degree

at least 9 years of technical program management or software engineering experience

at least 7 years of people management experience


preferred qualifications:

masters degree

10+ years of technical program management or software engineering experience

3+ years of experience in marketing

at this time, capital one will not sponsor a new applicant for employment authorization for this position."
333,"the minimum and maximum full-time annual salaries for this role are listed below, by location."
334,"please note that this salary information is solely for candidates hired to perform work within one of these locations, and refers to the amount capital one is willing to pay at the time of this posting."
335,salaries for part-time roles will be prorated based upon the agreed upon number of hours to be regularly worked.
336,"location is new york city

$258,545 and $305,025 for sr. director, technology

location is colorado

$219,074 and $258,458 for sr. director, technology

candidates hired to work in other locations will be subject to the pay range associated with that location, and the actual annualized salary amount offered to any candidate at the time of hire will be reflected solely in the candidate’s offer letter."
337,no agencies please.
338,capital one is an equal opportunity employer committed to diversity and inclusion in the workplace.
339,"all qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, physical and mental disability, genetic information, marital status, sexual orientation, gender identity/assignment, citizenship, pregnancy or maternity, protected veteran status, or any other status prohibited by applicable national, federal, state or local law."
340,capital one promotes a drug-free workplace.
341,"capital one will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, article 23-a of the new york correction law; san francisco, california police code article 49, sections 4901-4920; new york city’s fair chance act; philadelphia’s fair criminal records screening act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries."
342,"if you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact capital one recruiting at 1-800-304-9102 or via email at recruitingaccommodation@capitalone.com."
343,all information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.
344,"for technical support or questions about capital one's recruiting process, please send an email to careers@capitalone.com

capital one does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site."
345,capital one financial is made up of several different entities.
346,"please note that any position posted in canada is for capital one canada, any position posted in the united kingdom is for capital one europe and any position posted in the philippines is for capital one philippines service corp. (copssc)."
347,"apply now: click apply now

show less 
reportfortune 4 cvs health has an exciting opportunity for a director identity and access management to join our dynamic team!"
348,as the director you will be responsible for leading one of the identity & access management (iam) build teams in identity & access management within cvs health‚äôs enterprise information security organization.
349,"you will be responsible to defining, building and operating a large technical operations (techops) function to support existing and upcoming iam technologies and deliver value to the enterprise."
350,"you will be a leader with an exceptional track record in iam and should have a good understanding of iam technologies, concepts, policies, processes, best practices, and solutions."
351,"you should also be knowledgeable about broader information security functions, including how iam techops respond and mitigate emerging threats."
352,you will have experience leading and developing large teams and demonstrated experience driving successful operations initiatives building enterprise tools and solutions.
353,"responsibilities include:

lead the iam techops function for all of cvs businesses
build and establish the operating model for the techops function including 24/7 production support for the enterprise identity management, access management and access governance/ reporting solutions
collaborate with iam build team in standing up modern cutting edge iam technologies/ tools and establish the appropriate technical operations support
build a strong working relationship with wide variety of stakeholders and their leadership teams the function interacts with on a daily basis
advise and support iam management initiatives and collaborate with the iam plan, build and run teams in support of building modern iam tools
collaborate with larger infosec/ it operations teams in managing security incidents and emerging threats
partner with the respective teams to ensure proper change and release management controls are implemented for existing and new iam systems
hire, develop and continuously mature an experienced and diverse iam techops team
drive a culture of agile/devops for the delivery and support of iam solutions
participate in the roadmap and strategic planning with iam leadership
stay current on security technology and trends in the iam space
work closely with key stakeholders and partners to drive the implementation of the overall iam strategy

the successful candidate will be experienced in managing and leading large iam teams and have knowledge of iam protocols and standards."
354,"the successful candidate will also have the ability to drive the techops function forward, develop a high performing team, and have stakeholder management skills with exceptional communication skills."
355,"pay range
the typical pay range for this role is:
minimum: 120,000
maximum: 265,000

please keep in mind that this range represents the pay range for all positions in the job grade within which this position falls."
356,"the actual salary offer will take into account a wide range of factors, including location."
357,"required qualifications

minimum 10 years of information technology experience
minimum 4 years of leadership experience developing, managing and training of staff in an enterprise technology environment
minimum 3 years of iam (identity and access management) experience

preferred qualifications

strong verbal, written, and interpersonal communication skills
knowledge and understanding of devops principles

education

bachelor‚äôs degree or equivalent years of related professional experience

business overview
bring your heart to cvs health
every one of us at cvs health shares a single, clear purpose: bringing our heart to every moment of your health."
358,this purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world.
359,anchored in our brand ‚äî with heart at its center ‚äî our purpose sends a personal message that how we deliver our services is just as important as what we deliver.
360,our heart at work behaviors‚ñ¢ support this purpose.
361,"we want everyone who works at cvs health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable."
362,"we strive to promote and sustain a culture of diversity, inclusion and belonging every day."
363,"cvs health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which cvs health provides management services."
364,"we do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law."
365,"apply now: click apply now

show less company description


experian is the world’s leading global information services company."
366,"during life’s big moments – from buying a home or a car to sending a child to college, to growing a business by connecting with new customers – we empower consumers and our clients to manage their data with confidence."
367,"we help individuals to take financial control and access financial services, businesses to make smarter decisions and thrive, lenders to lend more responsibly, and organizations to prevent identity fraud and crime."
368,"we have 20,000 people operating across 44 countries and every day we’re investing in new technologies, talented people, and innovation to help all our clients maximize every opportunity."
369,we are thrilled to share that fortune has named experian one of the 100 best companies to work for.
370,"in addition, for the last five years, we’ve been named in the 100 “world’s most innovative companies” by forbes magazine."
371,"job description


experian bis organization is looking for a senior pmo director to lead the team which consists of scrum masters, project managers and business analysts in driving program-level execution of work across multiple delivery teams working across organizational boundaries and third parties using agile methodology."
372,"we are looking for a leader who brings great teamwork, positive attitude, high-energy leadership, and engineering execution to our technology team chartered with cloud acceleration."
373,this role is front and center in our transformation to cloud-based architectures.
374,"this role represents a strong opportunity to have direct impact on both our cloud migration & strategy, and our customer's success."
375,the position requires a strong foundation in both technology and program management.
376,it is imperative for this individual to understand how a company is technically positioned and how to position that company for the future through cloud migration.
377,"this is a highly cross-functional leadership role, and it will be a critical lever for us to deliver on our mission."
378,"we are looking for a self-starter, change agent, and exceptional problem solver with a demonstrated track record of steering cross-functional initiatives and delivering stellar operating outcomes."
379,"this role requires an experienced program manager who thrives in a flat, fast-moving organization using lightweight processes, creative ideas, and quick iteration to make a significant impact."
380,"who you are:

collaborative, flexible and driven to partner with teams and individuals in achievement of their goals
ready to fill in leadership/functional gaps in high growth areas and functions that require additional and temporary leadership support."
381,"an expert at organizing and managing complex programs and projects across multiple teams in various departments to successful completion
proactive in communication, relationship building, gap identification, risk mitigation, change management and all elements of initiative execution
highly emotionally intelligent, possessing the ability to adjust style to meet the needs of the audience
great problem solver with intellectual ability to understand the content and to make connections."
382,can influence outcomes and lead through conflict.
383,"have the ability to synthesize disparate information quickly to develop a succinct, accurate summary of the opportunity/need."
384,"are known to quickly become a subject matter expert

during your first three months at experian, you will:

develop novel processes & tools and share your thought leadership on how to run efficient cloud migration program."
385,introduce frameworks and processes for planning and monitoring program execution.
386,"be responsible for development of scorecards and roadmaps for strategic initiatives, including key achievements, timelines, kpis, sequencing, resource allocation, leadership touchpoints/approvals, risk mitigation and exception-based reporting."
387,"monitor projects/programs for scope drift, schedule changes and change order management on a timely basis."
388,manage finances of project implementations and lead portfolio management governance.
389,"spot potential conflicts or overlaps among work streams/ initiatives, work with team members and leadership to achieve the best outcome for the business."
390,"be a champion for ‘great execution,’ leading all aspects of activity and providing mentoring so the job gets done while understanding that ownership for execution of initiatives rests with individual members."
391,"lead scrum masters, project managers, program managers manage to ensure follow up and high quality of deliverables on special projects."
392,"conduct post-mortem/lessons learned to measure results, ensure achievement of business outcomes, and successfully operationalize project deliverables and ensure documentation/runbooks and operational procedures are updated as required
work with product owners and transform project plan tasks to jira sprint stories and perform resource capacity planning and assist with analysis for story elaboration and acceptance criteria (definition of done)
identify and actively build connections with relevant subject matter experts across the company to surface insights, to get them excited about what your team is building, and to pave the way for smoother future rollouts

how we work:

curiosity and candor; the quality of the idea wins the day
casual, focused, and agile environment operating under our shared principles
customers at the center of everything we do
small, mission-focused squads with an entrepreneurial spirit backed by enterprise investments
consistent routines across stakeholders to ensure complete transparency
close working relationship between executive stakeholders and customers


qualifications

10+ years of large project & program management and cloud migration experience, ideally in an agile environment
5+ years in leadership and management role
demonstrated delivery leadership experience with multiple large, complex programs
experience building out strategy and structure, and communicating team vision across a broader organization
excellent interpersonal skills, ability to work with diverse personality types
facilitation skills in leading planning meetings, reviews, and retrospectives
excellent communication, organization, and time management skills
collaborative approach to decision-making on teams, including ability to influence without direct line of reporting
master’s degree is a plus

#li-remote


additional information


all your information will be kept confidential according to eeo guidelines."
393,experian is proud to be an equal opportunity and affirmative action employer.
394,"our goal is to create a thriving, inclusive and diverse team where people love their work and love working together."
395,"we believe that diversity, equity and inclusion is essential to our purpose of creating a better tomorrow."
396,"we value the uniqueness of every individual and want you to bring your whole, authentic self to work."
397,"for us, this isthe power of youandand it reflects what we believe."
398,see our dei work in action!
399,"if you live in colorado, connecticut or new york city, please contact us atjobpostinginquiry@experian.comfor the salary range of this position (include the exact job title as it reads above in your email)."
400,"in addition to a competitive base salary and variable pay opportunity, experian offers a comprehensive benefits package including health, life and disability insurance, generous paid time off including parental and family care leave, an employee stock purchase plan and a 401(k) plan with a company match."
401,"experian careers - creating a better tomorrow together

find out what its like to work for experian by clicking here

apply now: click easy apply

show less 
reportjob description:

the role

personal investing (pi) security identity platform group is embarking on a multi-year journey to build out modern customer identity capabilities."
402,"as the engineering team lead, you will lead a team of engineers to create transformative identity management solutions across multiple digital experiences and products, ensuring that pi delivers outstanding digital experiences to customers in a reusable, scalable, and efficient way."
403,"you will partner with various product owners in pi and across business units to identify the capability needs, develop an integrated roadmap, and execute your plans."
404,"identify business outcomes and kpi’s for customer identity management
articulate and design identity management solutions in partnership with architecture and product owners in pi and across multiple business units to address customers and associates needs
solve complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment
develop and execute on the roadmap that aligns to the identity platform vision
manage and grow an innovative tech team while fostering a culture of engineering and operational excellence


the expertise and skills you bring

10+ years of software development experience in java, node.js or comparable
3+ years of experience in leading agile teams to design, deliver, and maintain digital products
experience in deploying and supporting large scale solutions that impact millions of customers and thousands of associates across a complex ecosystem
experience with cloud providers and platforms such as aws and azure
strong written and verbal communication skills
bachelor’s degree or equivalent experience
(preferred) experience in customer identity and access management

the team

personal investing is a business unit within fidelity that focuses on delivering a best-in-class digital experience to inspire better futures by helping tens of millions of investors of all ages and affluence levels plan and manage their investments to live the life of their dreams."
405,"within personal investing, our team, pi security identity platform group, is focused on building modern customer identity capabilities to manage persons’ digital identity lifecycles, from registration, identity proofing, to deregistration in a deliberated manner."
406,"our secure, scalable, and innovative cloud-native solutions enable multiple digital experiences and products teams to deliver outstanding and frictionless customer experiences."
407,"certifications:

company overview

fidelity investments is a privately held company with a mission to strengthen the financial well-being of our clients."
408,we help people invest and plan for their future.
409,we assist companies and non-profit organizations in delivering benefits to their employees.
410,and we provide institutions and independent advisors with investment and technology solutions to help invest their own clients’ money.
411,"join us

at fidelity, you’ll find endless opportunities to build a meaningful career that positively impacts peoples’ lives, including yours."
412,"you can take advantage of flexible benefits that support you through every stage of your career, empowering you to thrive at work and at home."
413,"honored with a glassdoor employees’ choice award, we have been recognized by our employees as a best place to work in 2022."
414,and you don’t need a finance background to succeed at fidelity—we offer a range of opportunities for learning so you can build the career you’ve always imagined.
415,many of our associates are continuing to work remotely temporarily due to covid-19.
416,"when fidelity employees eventually return to the office, our goal is for most people to work flexibly in a way that balances both personal and business needs with time onsite and offsite through what we’re calling ""dynamic working."""
417,we invite you to find your fidelity at fidelitycareers.com.
418,fidelity investments is an equal opportunity employer.
419,"we believe that the most effective way to attract, develop and retain a diverse workforce is to build an enduring culture of inclusion and belonging."
420,fidelity will reasonably accommodate applicants with disabilities who need adjustments to participate in the application or interview process.
421,"to initiate a request for an accommodation, contact the hr accommodation team by sending an email to accommodations @fmr.com, or by calling 800-835-5099, prompt 2, option 3."
422,"we welcome those with experience in jobs such as software developer, computer technician, and computer user support specialist and others in the computers and technology to apply."
423,"start your job application: click apply now

show less 
reportdescription

this role creates thought leading identity and access management research for our gartner for technical professionals clients through published research, conversations with client (inquiry), stage presentations, teleconferences, and client meetings."
424,it is important that you have a vision for how identity and access management will evolve worldwide and at a regional level.
425,"what you’ll do:

as a gartner analyst you will meet with clients every day: on the phone, in a video-conference, from the stage at a gartner event or face-to-face during a sales support visit."
426,in every client interaction analysts help clients solve difficult challenges that lead to better performance.
427,"to support these conversations you will research technology, practices and trends and produce written research for gartner clients to download and apply."
428,conduct research and analysis in specific areas of expertise targeting client’s key initiatives.
429,deliver high quality actionable advice through a variety of media.
430,"write high quality, clear, actionable, advisory research documents."
431,remain ahead of the curve on developments and issues within these specified areas as well as applicable adjacent areas.
432,"respond to client questions, create materials for and deliver to clients in person, via teleconference, video conference or webinar and event presentations."
433,maintain the gartner’s industry leadership reputation by responding to press inquiries .
434,proactively work with the wider sales organization and deliver outstanding sales support in order to retain and grow the business.
435,"kindly note this is an individual contributor role, not a management role with direct reports."
436,"what you’ll need:

it helps to be obsessed with your topic!"
437,gartner analysts are correctly viewed as the experts.
438,"this means you need to know your markets, vendors, trends, management practices, etc."
439,and be able to see the forest andthe trees.
440,most gartner analysts have many years of experience and enjoy solving puzzles.
441,"minimum of 12 years of experience in it and/or iam

bachelor's or equivalent experience."
442,"subject matter expertise in identity and access management technologies, with the ability to demonstrate understanding of the business requirements and opportunities in at least one subarea of that market."
443,knowledge of mechanisms for the automation of iam governance and user provisioning tasks.
444,"knowledge of designing, developing, and validating iam interfaces to applications."
445,"knowledge of endpoint, device, application and user identity authentication and access management mechanisms

knowledge of cloud iam architecture and saas-delivered iam services

ability to mentor identity and access management staff at all levels for their role and personal development."
446,broad understanding of identity and access management programs and commercial solutions.
447,demonstrated superior analytical skills.
448,articulate and succinct communication skills.
449,"publishing and speaking engagements an advantage

ability to conduct occasional travel, regionally and globally

#li-remote #li-lt1

who are we?"
450,"gartner delivers actionable, objective insight to executives and their teams."
451,"our expert guidance and tools enable faster, smarter decisions and stronger performance on an organization’s most critical priorities."
452,"we’ve grown exponentially since our founding in 1979 and we're proud to have nearly 16,000 associates globally that support our 14,000+ clients in more than 100 countries."
453,what makes gartner a great place to work?
454,"our teams are composed of individuals from different geographies, cultures, religions, ethnicities, races, genders, sexual orientations, abilities and generations."
455,"we believe that a variety of experiences makes us stronger—as individuals, as communities and as an organization."
456,that’s why we're recognized worldwide as a great place to work year after year.
457,"we've been recognized by fortune as one of the world’s most admired companies, named a best place to work for lgbtq equality by the human rights campaign corporate equality index and a best place to work for disability inclusion by the disability equality index."
458,looking for a place to turn your big ideas into reality?
459,"join #lifeatgartner

what we offer:

our people are our most valuable asset, so we invest in them from day 1."
460,"when you join our team, you’ll have access to a vast array of benefits to help you live your life well."
461,"these resources are designed to support your physical, financial and emotional well-being."
462,we encourage continued personal and professional growth through ongoing learning and development opportunities.
463,"our employee resource groups, charity match and volunteer programs keep you connected to your internal gartner community and causes that matter to you."
464,"the policy of gartner is to provide equal employment opportunities to all applicants and employees without regard to race, color, creed, religion, sex, sexual orientation, gender identity, marital status, citizenship status, age, national origin, ancestry, disability, veteran status, or any other legally protected status and to affirmatively seek to advance the principles of equal employment opportunity."
465,"gartner is committed to being an equal opportunity employer and offers opportunities to all job seekers, including job seekers with disabilities."
466,"if you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access the company’s career webpage as a result of your disability."
467,you may request reasonable accommodations by calling human resources at +1 (203) 964-0096 or by sending an email to applicantaccommodations@gartner.com .
468,"job requisition id:69805

by submitting your information and application, you confirm that you have read and agree to the country or regional recruitment notice linked below applicable to your place of residence."
469,"gartner applicant privacy link: https://jobs.gartner.com/applicant-privacy-policy

show less chicago/lake forest, il or us virtual


about grainger:


grainger is north america's leading distributor of maintenance, repair, and operating products and services."
470,"our wide assortment, deep expertise, innovative technology solutions and unparalleled customer service keep customers' operations running and their people safe."
471,we're looking for passionate people who can move our company forward.
472,we have a welcoming workplace where you can build a career for yourself while fulfilling our purpose to keep the world working.
473,we embrace new ways of thinking and recognize everyone is an individual.
474,find your way at grainger.
475,"position details:

the director of customer identity and access management (ciam) will lead a growing team in taking our ciam strategy, technology, controls, processes, to the next level."
476,you will report to the ciso and will modernize the grainger ciam program.
477,"you will drive roadmap, strategy, innovation, resourcing, budgeting for all aspects of ciam."
478,you will work with team members to define and build functional and non-functional requirements to facilitate a balance between security and business.
479,you will also be required to assume project/program directorship of large complex engagements.
480,"you will be able to identify high-risk or problem project issues, analyze those project issues, interact with the onsite program/project managers, their direct managers, and executive sponsors to remediate risks or problems and provide visibility of those projects to senior management."
481,"in an operational context, you will offer a depth of knowledge toward the customer identity management space that drives relevant, actionable, and defensible metrics and reporting to varying audiences that aim to deliver transparency in operational efficiency, security, and effectiveness."
482,"you will:


achieve strategic objectives in ciam using creative thinking to create strategic plans and roadmap plans; ensure an overall architecture with consistent uses of data and significant reuse of technology and business services throughout building design; drive integration across all aspects of customer identity architecture
build a collaborative commitment to ciam strategy by considering and evaluating different points of view; create a cohesive argument and improve the portfolio planning model
collaborate with leaders, define architecture by analyzing information requirements; determine systems architecture, components, and technologies; study business capabilities; develop points of views on emerging technologies and evaluate their applicability to business goals and operational requirements."
483,"provide coaching, guidance, and direction on ciam projects, ensuring overall fit with architecture direction
complete unbiased analysis of technology options and develop a practice to determine, approve and manage preferred technologies; maintain a list of approved technologies; create communication strategies that will guide the organization to standard technologies or create new standards as development needs arise
direct strategic programs that may have companywide significance."
484,monitor and report progress/changes against the plan.
485,"develop technical best practices and build technical competencies for the company
ability to adapt quickly to new technologies and changing business requirements
share responsibility with product owners for building reusable and scalable components
firm grasp of security implications to customer identity management designs and solutions; ability to engage information security resources and product owners for optimal configurations and considerations."
486,"drive implementation by motivating and directing the project or program team, a team that may include cross-functional departments, third-party vendors, partners, and employees
must be comfortable in matrix management environments and work effectively with others in managing complex project."
487,"you have:



minimum of 8 years in information security with 5 years focused on identity and access management (ciam or iam)."
488,"bachelor's degree in it / computer science preferred

minimum of 3 years of managing a team."
489,experience with agile frameworks preferred.
490,"strong working knowledge of iam technology and related vendors




demonstrated delivery experience together with competency in creating and managing an overall project plan (including budget, structure, schedule, and staffing) for large-scale engagements."
491,proven experience of the ability to follow solid project management principles.
492,"knowledge of and experience with industry recognized project implementation methodologies and concepts and with a demonstration of depth in software development activities and tasks (planning, design, development, testing, etc.)."
493,customer identity management technical knowledge and experience is preferred.
494,able to interact successfully at the executive management level.
495,excellent communication and organizational skills along with the ability to deliver along with strict (and often time-sensitive) guidelines.
496,"rewards and benefits:


with benefits starting day one, grainger is committed to your safety, health and wellbeing."
497,our programs provide choice and flexibility to meet our team members' individual needs.
498,"check out some of the rewards available to you at grainger
medical, dental, vision, and life insurance plans
generous paid time off (pto) and 6 company holidays per year
automatic 6% 401(k) company contribution each pay period
employee discounts, parental leave, 3:1 match on donations and tuition reimbursement
a comprehensive set of emotional, financial, physical and social wellbeing programs


dei statement


we are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status."
499,we are proud to be an equal opportunity workplace.
500,"start your job application: click apply now

show less site name: stevenage, upper providence, usa - massachusetts - boston
posted date: nov 18 2022


this role can be based in stevenage (uk), upper providence (us) or boston (us)

at gsk, we want to supercharge our data capability to better understand our patients and accelerate our ability to discover vaccines and medicines."
501,"the onyx research data platform organization represents a major investment by gsk r&d and digital & tech, designed to deliver a step-change in our ability to leverage data, knowledge, and prediction to find new medicines."
502,"we are a full-stack shop consisting of product and portfolio leadership, data engineering, infrastructure and devops, data / metadata / knowledge platforms, and ai/ml and analysis platforms, all geared toward:

building a next-generation, metadata- and automation-driven data experience for gsk’s scientists, engineers, and decision-makers, increasing productivity and reducing time spent on “data mechanics”

providing best-in-class ai/ml and data analysis environments to accelerate our predictive capabilities and attract top-tier talent

aggressively engineering our data at scale, as one unified asset, to unlock the value of our unique collection of data and predictions in real-time

onyx product management is at the heart of our mission, ensuring that everything from our infrastructure, to platforms, to end-user facing data assets and environments is designed to maximize our impact on r&d."
503,"this role is a leadership team member accountable for building and leading a high-functioning team that:

partners with r&d stakeholders and onyx leadership to develop a strategic roadmap for all customer-facing aspects of onyx, including data assets, ontology, knowledge graph / semantic search, data / computing / analysis platforms, and data-powered applications

partner with the head of onyx portfolio management, and the heads of the onyx engineering functions, to facilitate joint planning, execute on that roadmap, help balance strategic development vs customer-facing deliverables, etc."
504,"devise, track, and publicize metrics for the onyx organization’s impact and performance

hire, develop, and retain a talented team of product managers and bioinformaticians that understand the business areas, the onyx capabilities available, how to translate needs into requirements aligned to standard frameworks (e.g."
505,"ontologies, engineering pipelines etc) to ensure the customers get what they need

the head of product for the onyx organization is an internally credible deep technical leader and the voice of r&d across all of our products and services."
506,"this senior leader (and their team of accomplished product managers) is accountable for building a strategy and roadmap that maximize our impact on the productivity of r&d scientists, analysts, engineers, and decision-makers and ultimately on the r&d pipeline, and for partnering with the heads of program management and the engineering functions in executing on that strategy."
507,"the roadmap will also need to accurately represent the needs and delivery plans of decision makers, scientists, and engineers at gsk r&d; partnering with programme teams to ensure we are executing effectively and transparently."
508,"key responsibilities

overall responsibility for product strategy across onyx with a proven track record of building and executing on data strategy and a portfolio of data products in the pharmaceuticals industry or related life sciences industry with accountable for delivering value to the customer and ensuring the right solutions are built."
509,"be consistently on top of the latest scientific advancements in the life sciences, particularly genetics / molecular biology

be able to speak with life sciences researchers in their own language, understand their ways of working, and help them understand the value that proper data, metadata, and platforms can bring to their daily lives

have a demonstrated history of building and managing high-performing, agile teams in engineering, product management, and/or life sciences research with a bias toward defining success metrics at the start of any endeavour

have a deep understanding of the value of ontology and computable metadata and its applications in the life sciences and / or clinical data

partner with the programme management team to ensure realistic and appropriate plans are created."
510,"also responsible for the management of the solutions, including monitoring progress, testing the solutions with customers, and ensuring completed products are delivered to the customers across onyx."
511,"minimum level of education required

masters or phd in bioinformatics, biomedical science, biomedical engineering, molecular biology, or computer science (with a life sciences application focus)

minimum level of job-related experience required

10+ years of experience leading projects defining, building, and delivering data products in biotech, pharmaceuticals, healthcare, diagnostics, or other life sciences industry."
512,be familiar with modern devops-first software development and release practices.
513,"#li-gsk #gskonyx

gsk is a global biopharma company with a special purpose – to unite science, technology and talent to get ahead of disease together – so we can positively impact the health of billions of people and deliver stronger, more sustainable shareholder returns – as an organisation where people can thrive."
514,"getting ahead means preventing disease as well as treating it, and we aim to impact the health of 2.5 billion people around the world in the next 10 years."
515,our success absolutely depends on our people.
516,"while getting ahead of disease together is about our ambition for patients and shareholders, it’s also about making gsk a place where people can thrive."
517,we want gsk to be a workplace where everyone can feel a sense of belonging and thrive as set out in our equal and inclusive treatment of employees policy.
518,"we’re committed to being more proactive at all levels so that our workforce reflects the communities we work and hire in, and our gsk leadership reflects our gsk workforce."
519,"as an equal opportunity employer, we are open to all talent."
520,"in the us, we also adhere to affirmative action principles."
521,"this ensures that all qualified applicants will receive equal consideration for employment without regard to neurodiversity, race/ethnicity, colour, national origin, religion, gender, pregnancy, marital status, sexual orientation, gender identity/expression, age, disability, genetic information, military service, covered/protected veteran status or any other federal, state or local protected class*(*us only)."
522,we believe in an agile working culture for all our roles.
523,"if flexibility is important to you, we encourage you to explore with our hiring team what the opportunities are."
524,please don’t hesitate to contact us if you’d like to discuss any adjustments to our process which might help you demonstrate your strengths and capabilities.
525,"you can either call us on 0808 234 4391, or send an email ukdiversity.recruitment@gsk.com

as you apply, we will ask you to share some personal information which is entirely voluntary."
526,we want to have an opportunity to consider a diverse pool of qualified candidates and this information will assist us in meeting that objective and in understanding how well we are doing against our inclusion and diversity ambitions.
527,we would really appreciate it if you could take a few moments to complete it.
528,"rest assured, hiring managers do not have access to this information and we will treat your information confidentially."
529,"important notice to employment businesses/ agencies

gsk does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site."
530,all employment businesses/agencies are required to contact gsk's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to gsk.
531,the obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and gsk.
532,in the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of gsk.
533,gsk shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.
